tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,TechSupport,SeniorCitizen,Dependents,NumServices,Churn
44,104.98,4604.69,Two year,Fiber optic,Bank transfer,No,1,No,6,0
24,61.2,1539.17,Month-to-month,DSL,Mailed check,Yes,0,No,6,0
19,98.84,1914.44,One year,DSL,Electronic check,No,0,No,7,0
18,44.34,821.96,Two year,Fiber optic,Electronic check,No internet service,1,No,4,0
30,18.39,543.7,Two year,Fiber optic,Electronic check,No internet service,0,No,3,0
42,67.55,2805.51,Month-to-month,DSL,Electronic check,No,0,No,3,0
33,28.02,1008.83,One year,Fiber optic,Electronic check,No,0,No,1,0
12,93.44,1160.93,Month-to-month,No,Mailed check,No,0,No,4,0
27,45.61,1224.43,Two year,Fiber optic,Mailed check,Yes,0,No,5,0
39,62.36,2517.17,Month-to-month,DSL,Bank transfer,No,1,No,7,0
9,26.7,271.78,One year,No,Mailed check,No,0,No,4,0
21,46.67,908.96,Month-to-month,DSL,Mailed check,No,0,Yes,7,0
29,96.15,2767.0,One year,No,Electronic check,No,0,Yes,7,0
33,33.16,1130.6,One year,DSL,Credit card,No,1,No,3,0
62,82.72,5203.77,One year,Fiber optic,Electronic check,No,1,No,5,0
15,109.74,1764.2,One year,Fiber optic,Credit card,Yes,0,No,3,0
2,85.98,173.25,Two year,Fiber optic,Mailed check,No internet service,0,Yes,7,0
52,99.1,5184.12,One year,Fiber optic,Electronic check,No,0,No,4,0
44,28.9,1240.9,Month-to-month,DSL,Mailed check,No,0,No,7,0
54,43.07,2281.58,Two year,Fiber optic,Electronic check,No,0,Yes,3,0
18,107.45,1849.88,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,6,1
3,89.51,288.03,One year,DSL,Electronic check,No,1,No,2,0
7,81.96,636.91,Two year,No,Mailed check,No,0,Yes,7,0
43,84.38,3666.99,Month-to-month,No,Electronic check,No internet service,1,No,5,0
38,59.42,2262.32,Two year,No,Bank transfer,No internet service,1,Yes,6,0
37,22.46,892.04,One year,Fiber optic,Credit card,No,0,No,1,0
58,96.44,5741.3,Month-to-month,DSL,Bank transfer,Yes,0,No,2,0
33,85.87,2792.17,Month-to-month,Fiber optic,Electronic check,No internet service,0,Yes,6,1
59,65.28,3730.37,Month-to-month,No,Electronic check,No internet service,1,No,3,0
11,107.98,1204.86,Two year,DSL,Electronic check,Yes,0,No,4,0
68,51.62,3564.01,Month-to-month,Fiber optic,Bank transfer,No,0,No,7,1
68,47.43,3148.02,One year,Fiber optic,Bank transfer,No,1,No,3,0
22,105.28,2357.79,Month-to-month,DSL,Mailed check,Yes,0,No,1,0
66,97.7,6431.26,Month-to-month,Fiber optic,Electronic check,Yes,0,No,4,1
44,69.5,3074.75,One year,No,Electronic check,No,1,Yes,5,0
6,31.07,140.49,Month-to-month,Fiber optic,Credit card,No internet service,0,Yes,5,1
42,39.51,1610.27,Two year,DSL,Mailed check,Yes,1,Yes,3,0
25,83.62,2035.34,Month-to-month,Fiber optic,Credit card,No internet service,0,No,2,0
57,56.5,3254.11,Month-to-month,DSL,Credit card,No internet service,0,No,4,0
55,101.65,5559.39,Month-to-month,Fiber optic,Credit card,No internet service,0,Yes,6,0
16,113.0,1821.42,Two year,No,Electronic check,No,0,Yes,2,0
14,98.56,1381.37,Month-to-month,Fiber optic,Electronic check,No,0,No,3,1
39,55.75,2115.42,Month-to-month,Fiber optic,Electronic check,No,0,No,6,1
28,96.87,2716.13,Month-to-month,Fiber optic,Credit card,No internet service,1,No,6,0
51,53.14,2722.2,Month-to-month,Fiber optic,Electronic check,No,0,No,4,1
49,34.71,1753.92,One year,Fiber optic,Bank transfer,Yes,0,No,5,0
9,21.34,266.77,One year,No,Credit card,Yes,0,Yes,5,0
58,56.57,3230.18,Month-to-month,Fiber optic,Credit card,No,0,No,3,1
45,108.36,4893.76,Month-to-month,No,Bank transfer,No internet service,1,No,4,0
22,41.9,810.91,One year,No,Electronic check,No,0,No,6,0
32,38.65,1279.4,Month-to-month,Fiber optic,Electronic check,No,0,No,3,1
69,114.98,7988.63,Month-to-month,No,Mailed check,Yes,0,No,5,0
69,20.5,1280.94,Month-to-month,DSL,Credit card,No internet service,0,Yes,6,0
42,96.58,4039.32,Month-to-month,Fiber optic,Credit card,No,0,No,6,1
53,50.14,2612.41,Month-to-month,Fiber optic,Electronic check,No internet service,1,No,1,1
59,21.75,1266.09,Month-to-month,Fiber optic,Electronic check,No,0,No,2,1
39,109.78,4254.43,Month-to-month,No,Bank transfer,No,0,Yes,3,0
15,31.96,477.28,Month-to-month,DSL,Mailed check,No,1,No,6,0
71,73.18,5245.0,One year,DSL,Electronic check,Yes,0,No,1,0
29,45.41,1301.07,Two year,No,Mailed check,Yes,0,Yes,5,0
3,24.52,24.19,Two year,DSL,Credit card,Yes,0,Yes,7,0
10,22.99,220.04,Two year,DSL,Credit card,No,1,Yes,3,0
29,29.56,844.45,Month-to-month,Fiber optic,Mailed check,No,0,No,5,1
35,25.14,875.45,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,7,0
6,94.06,532.94,Two year,Fiber optic,Electronic check,No,0,Yes,5,1
12,66.56,816.81,Month-to-month,No,Bank transfer,No,1,No,3,1
38,52.29,2051.66,Month-to-month,DSL,Electronic check,No,0,No,1,0
19,59.84,1073.45,Month-to-month,No,Electronic check,Yes,0,Yes,3,0
67,110.89,7452.48,Month-to-month,DSL,Electronic check,No,0,No,7,0
8,109.08,920.59,Two year,DSL,Mailed check,No,0,No,7,0
8,89.57,694.84,One year,Fiber optic,Credit card,Yes,1,No,7,0
47,106.47,5066.62,One year,DSL,Credit card,No,0,No,6,0
4,49.96,196.83,Two year,Fiber optic,Bank transfer,Yes,0,Yes,5,0
51,56.11,2805.36,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,4,0
67,79.37,5254.29,One year,DSL,Electronic check,No internet service,0,Yes,5,0
45,80.36,3655.56,Month-to-month,No,Mailed check,No,0,No,6,0
8,66.17,564.0,One year,Fiber optic,Bank transfer,No,0,No,7,0
16,58.07,1007.27,Month-to-month,No,Mailed check,No,0,No,3,1
67,116.62,7846.94,One year,No,Electronic check,No,0,No,1,0
9,100.11,896.04,Two year,DSL,Bank transfer,No,0,No,5,0
60,61.5,3714.0,Month-to-month,Fiber optic,Electronic check,Yes,1,No,1,1
71,90.73,6445.38,Month-to-month,Fiber optic,Electronic check,Yes,0,No,6,1
15,44.96,657.71,Month-to-month,No,Mailed check,Yes,0,No,1,0
71,28.02,1961.73,Month-to-month,No,Electronic check,No,0,No,2,0
41,53.24,2096.82,Month-to-month,Fiber optic,Bank transfer,No internet service,0,Yes,6,0
22,58.3,1245.43,Two year,DSL,Bank transfer,No,0,Yes,1,0
24,19.65,470.71,Month-to-month,Fiber optic,Electronic check,Yes,1,No,5,1
44,99.48,4241.78,Month-to-month,No,Credit card,Yes,0,No,5,0
1,53.92,28.18,One year,Fiber optic,Credit card,No,0,No,3,0
10,76.04,806.45,Month-to-month,No,Electronic check,Yes,0,No,3,0
56,25.4,1489.36,Month-to-month,Fiber optic,Bank transfer,No,0,No,7,1
50,35.5,1748.61,One year,DSL,Mailed check,Yes,0,Yes,1,0
12,106.97,1255.38,One year,No,Bank transfer,No,0,No,6,0
60,78.87,4696.13,Month-to-month,No,Credit card,No,0,No,6,0
26,113.03,2910.82,Month-to-month,DSL,Electronic check,No internet service,0,No,4,0
41,117.88,4890.01,Month-to-month,DSL,Bank transfer,No,0,No,7,0
36,55.19,2068.16,Month-to-month,Fiber optic,Credit card,Yes,0,Yes,6,0
23,47.88,1016.82,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
43,103.84,4424.36,One year,Fiber optic,Electronic check,Yes,0,No,6,0
6,117.86,613.99,Two year,DSL,Electronic check,No,0,Yes,5,0
69,80.96,5585.09,Month-to-month,Fiber optic,Electronic check,Yes,0,No,1,1
43,97.51,4168.69,One year,DSL,Electronic check,Yes,0,No,6,0
25,96.17,2422.31,Month-to-month,Fiber optic,Electronic check,No,0,No,3,1
18,53.53,996.77,Month-to-month,Fiber optic,Electronic check,Yes,0,No,5,1
62,75.43,4704.09,One year,No,Electronic check,No,0,Yes,2,0
13,101.31,1234.68,Two year,Fiber optic,Bank transfer,No,0,No,7,0
43,86.81,3731.6,Month-to-month,Fiber optic,Credit card,No,1,No,6,1
28,20.12,478.47,Month-to-month,Fiber optic,Credit card,No,1,Yes,3,1
18,51.67,1016.91,One year,Fiber optic,Electronic check,No,0,Yes,6,0
59,32.45,1896.67,Month-to-month,DSL,Bank transfer,No,1,No,2,0
60,41.3,2409.51,Month-to-month,Fiber optic,Credit card,Yes,1,Yes,5,1
63,108.55,6811.37,Month-to-month,DSL,Credit card,No internet service,0,Yes,4,0
57,21.69,1246.69,One year,No,Credit card,No internet service,1,No,7,0
51,39.98,2075.65,Month-to-month,No,Bank transfer,No internet service,0,Yes,1,0
56,48.96,2806.6,Two year,Fiber optic,Electronic check,No,0,No,1,0
27,79.69,2154.73,Month-to-month,No,Electronic check,No,1,Yes,4,0
32,71.41,2268.43,Month-to-month,No,Mailed check,No,0,No,1,0
9,39.83,392.7,One year,No,Electronic check,Yes,0,No,6,0
68,34.42,2373.72,Month-to-month,DSL,Credit card,Yes,1,Yes,6,0
46,41.68,1923.21,Month-to-month,Fiber optic,Mailed check,No,0,No,1,1
67,68.25,4613.43,Month-to-month,Fiber optic,Credit card,No,0,No,7,1
26,45.12,1142.55,Month-to-month,Fiber optic,Bank transfer,Yes,0,No,2,0
8,112.76,900.88,One year,DSL,Mailed check,No,0,No,1,0
6,64.39,284.67,Month-to-month,Fiber optic,Electronic check,Yes,0,Yes,2,1
24,23.88,642.6,Two year,Fiber optic,Electronic check,No,1,No,1,0
48,90.93,4339.89,One year,No,Bank transfer,No,0,No,6,0
45,50.88,2359.58,Month-to-month,No,Credit card,Yes,0,No,1,0
13,83.35,1050.73,Month-to-month,DSL,Credit card,Yes,0,No,3,0
69,45.96,3186.31,Month-to-month,DSL,Electronic check,Yes,0,No,7,0
25,75.07,1879.6,Month-to-month,Fiber optic,Electronic check,Yes,0,Yes,7,1
20,95.22,1874.21,One year,Fiber optic,Electronic check,No,0,No,7,0
66,110.8,7336.84,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,4,1
45,44.11,2048.92,Two year,Fiber optic,Credit card,No,1,No,3,0
47,51.49,2509.32,Month-to-month,No,Electronic check,No internet service,1,Yes,1,1
63,64.43,4096.01,Month-to-month,DSL,Mailed check,No internet service,0,No,2,0
55,110.72,6028.96,Month-to-month,Fiber optic,Mailed check,No,0,Yes,1,1
19,108.14,1984.36,Month-to-month,No,Electronic check,Yes,0,Yes,7,0
35,26.99,1001.52,Two year,No,Bank transfer,No internet service,1,No,5,0
53,31.19,1603.36,One year,DSL,Mailed check,No,1,No,5,0
26,67.55,1787.12,Month-to-month,DSL,Electronic check,No internet service,0,No,5,0
14,28.66,407.96,Two year,DSL,Bank transfer,No,0,No,5,0
45,52.56,2431.05,Two year,No,Electronic check,No,0,No,7,0
44,32.84,1470.39,One year,Fiber optic,Bank transfer,No internet service,0,Yes,1,0
65,81.6,5302.73,Two year,Fiber optic,Credit card,No,1,No,5,0
51,112.95,5863.49,One year,DSL,Bank transfer,No,0,No,4,0
43,117.67,5101.12,Month-to-month,DSL,Mailed check,No,0,No,1,0
23,55.52,1304.79,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,3,0
56,77.9,4328.34,Month-to-month,Fiber optic,Credit card,No,0,Yes,1,1
19,103.63,1911.58,One year,Fiber optic,Electronic check,No,0,No,2,0
55,29.75,1623.07,Two year,DSL,Bank transfer,No,0,No,7,0
60,86.96,5142.45,One year,Fiber optic,Mailed check,No,0,No,7,0
59,58.88,3458.08,Two year,No,Credit card,Yes,0,No,4,0
33,38.61,1314.33,Month-to-month,DSL,Electronic check,Yes,0,No,1,0
19,58.28,1156.32,One year,No,Credit card,Yes,0,Yes,3,0
28,25.6,699.59,One year,DSL,Bank transfer,No internet service,0,No,2,0
52,87.54,4698.92,One year,DSL,Mailed check,No,0,No,6,0
49,43.27,2184.11,One year,Fiber optic,Mailed check,No,0,No,2,0
37,49.14,1816.7,Month-to-month,No,Mailed check,No internet service,1,No,3,0
26,30.11,839.88,Month-to-month,DSL,Electronic check,Yes,1,No,7,0
40,104.47,4149.66,Two year,Fiber optic,Electronic check,Yes,0,No,6,0
38,67.34,2571.78,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,3,0
54,75.21,4043.56,Month-to-month,DSL,Mailed check,No,1,Yes,3,0
22,74.94,1588.16,Month-to-month,DSL,Mailed check,Yes,1,Yes,7,0
16,59.05,971.42,Month-to-month,No,Electronic check,No internet service,0,No,3,0
28,37.25,1042.79,One year,DSL,Bank transfer,No,0,No,7,0
35,92.51,3241.38,One year,Fiber optic,Electronic check,No internet service,0,No,5,0
60,30.71,1840.98,Two year,No,Electronic check,Yes,0,Yes,4,0
45,28.39,1232.53,Month-to-month,DSL,Electronic check,No,0,No,3,0
46,89.01,4174.08,One year,Fiber optic,Mailed check,No,0,No,5,0
55,38.88,2151.04,Two year,DSL,Electronic check,No,0,Yes,1,0
26,48.68,1252.26,Two year,DSL,Electronic check,Yes,0,No,2,0
25,65.52,1572.61,Two year,DSL,Mailed check,Yes,0,Yes,7,0
65,62.94,4160.95,One year,Fiber optic,Electronic check,No,0,No,7,0
6,88.86,579.01,Month-to-month,Fiber optic,Mailed check,No,0,No,1,1
23,80.34,1847.97,Month-to-month,Fiber optic,Mailed check,Yes,0,No,1,1
64,82.44,5211.93,Two year,No,Credit card,No,0,No,6,0
43,89.41,3927.38,Two year,DSL,Credit card,No,0,Yes,5,0
23,47.26,1068.77,One year,DSL,Credit card,No,0,No,5,0
30,50.23,1473.42,Month-to-month,DSL,Mailed check,No,0,Yes,3,0
18,61.8,1109.94,One year,DSL,Bank transfer,No,0,No,3,0
21,48.75,1042.43,Month-to-month,DSL,Credit card,No,0,No,5,0
57,116.49,6631.71,Month-to-month,Fiber optic,Mailed check,Yes,0,No,4,0
23,99.41,2116.96,Month-to-month,No,Mailed check,Yes,1,No,6,0
45,34.47,1563.43,Two year,No,Mailed check,No,0,Yes,6,0
44,18.56,862.74,Month-to-month,DSL,Mailed check,No internet service,0,Yes,3,0
47,22.28,1002.53,One year,No,Electronic check,Yes,0,No,6,0
40,42.41,1774.28,Month-to-month,No,Bank transfer,No,0,No,1,0
51,29.43,1544.63,One year,Fiber optic,Credit card,Yes,0,No,3,0
42,71.33,3019.46,One year,DSL,Electronic check,No,0,No,3,0
7,103.8,675.89,Two year,No,Credit card,Yes,0,No,4,0
50,91.68,4597.69,Month-to-month,Fiber optic,Electronic check,No internet service,1,No,5,1
48,39.56,1916.67,Month-to-month,No,Electronic check,No,0,No,4,0
6,57.93,343.48,One year,Fiber optic,Bank transfer,Yes,0,No,7,0
9,68.79,663.67,Month-to-month,Fiber optic,Electronic check,No,1,No,3,1
57,99.02,5626.14,Month-to-month,DSL,Mailed check,Yes,1,No,4,0
31,101.91,3145.7,Month-to-month,No,Electronic check,Yes,0,No,6,0
21,108.97,2255.09,One year,DSL,Mailed check,Yes,0,No,3,0
40,68.92,2734.42,Month-to-month,DSL,Mailed check,No internet service,0,Yes,4,0
45,87.43,3926.74,Month-to-month,Fiber optic,Credit card,Yes,1,No,2,1
49,29.18,1420.52,Two year,Fiber optic,Bank transfer,No internet service,0,Yes,2,0
20,74.53,1479.03,Month-to-month,DSL,Electronic check,Yes,0,Yes,3,0
17,42.87,774.98,Month-to-month,Fiber optic,Mailed check,Yes,0,No,4,1
28,61.17,1787.94,Month-to-month,Fiber optic,Credit card,No internet service,1,No,3,0
41,81.41,3273.51,One year,Fiber optic,Bank transfer,No,1,No,4,0
66,43.7,2958.08,Month-to-month,DSL,Bank transfer,No,0,No,5,0
25,23.22,614.19,Two year,Fiber optic,Mailed check,No,0,No,4,0
58,19.02,1058.7,One year,DSL,Mailed check,Yes,1,No,4,0
41,20.22,812.36,Month-to-month,DSL,Bank transfer,No,0,No,7,0
6,18.83,127.21,Two year,Fiber optic,Bank transfer,No,1,No,3,0
38,29.04,1020.6,Month-to-month,DSL,Electronic check,Yes,1,No,4,0
6,41.95,247.36,Month-to-month,DSL,Credit card,No internet service,0,No,3,0
45,40.12,1831.77,One year,Fiber optic,Electronic check,No,0,No,3,0
14,116.68,1596.3,One year,DSL,Mailed check,Yes,0,No,1,0
66,48.6,3133.65,Month-to-month,DSL,Electronic check,No,0,Yes,7,0
40,30.74,1239.62,Month-to-month,Fiber optic,Mailed check,No internet service,0,No,3,0
3,72.56,328.08,Month-to-month,Fiber optic,Mailed check,No,0,No,4,1
24,103.8,2455.44,Month-to-month,Fiber optic,Electronic check,No,0,No,7,1
19,85.81,1595.96,One year,Fiber optic,Credit card,No internet service,0,No,2,0
18,47.61,846.92,One year,Fiber optic,Mailed check,No,1,Yes,5,0
64,74.16,4824.83,Month-to-month,Fiber optic,Mailed check,No,0,Yes,4,1
35,89.49,3049.38,Month-to-month,DSL,Mailed check,Yes,0,No,6,0
62,90.81,5668.74,Month-to-month,DSL,Electronic check,No,0,Yes,7,0
1,84.65,61.11,Month-to-month,Fiber optic,Mailed check,No,0,No,7,1
25,105.08,2607.79,Month-to-month,Fiber optic,Electronic check,No internet service,1,No,4,1
45,105.01,4674.97,Month-to-month,Fiber optic,Mailed check,Yes,1,No,4,0
49,75.89,3706.34,Month-to-month,DSL,Credit card,Yes,0,No,1,0
16,60.99,926.71,Month-to-month,DSL,Electronic check,Yes,0,Yes,2,0
19,82.16,1533.87,One year,No,Bank transfer,No,0,No,4,0
23,99.82,2172.61,Month-to-month,Fiber optic,Electronic check,Yes,0,No,6,1
25,18.57,377.43,Two year,Fiber optic,Electronic check,No internet service,0,No,3,0
16,117.2,1892.03,Two year,DSL,Mailed check,No internet service,0,Yes,2,0
54,36.29,2022.74,Two year,DSL,Electronic check,No,1,No,2,0
1,65.02,226.52,Two year,DSL,Mailed check,Yes,0,No,4,0
42,105.2,4464.75,One year,Fiber optic,Electronic check,No,0,No,7,0
19,40.5,743.84,One year,No,Credit card,No internet service,1,No,3,0
34,65.68,2133.92,Month-to-month,No,Bank transfer,Yes,0,No,2,0
55,31.26,1746.19,One year,Fiber optic,Electronic check,No,0,No,7,0
18,57.51,962.51,One year,No,Electronic check,No,0,No,5,0
34,35.71,1173.9,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,3,0
45,54.36,2490.63,One year,Fiber optic,Electronic check,Yes,0,Yes,2,0
6,55.35,346.79,Month-to-month,DSL,Bank transfer,Yes,1,Yes,2,0
21,117.32,2417.21,Month-to-month,Fiber optic,Credit card,No,0,Yes,3,1
70,117.48,8138.37,Month-to-month,DSL,Electronic check,No,0,Yes,1,1
48,29.48,1425.59,One year,Fiber optic,Mailed check,No,0,Yes,3,0
39,90.6,3550.06,Two year,No,Mailed check,Yes,0,Yes,5,0
31,23.17,793.6,Two year,DSL,Bank transfer,No,0,Yes,1,0
10,21.02,85.59,One year,DSL,Electronic check,No,0,Yes,4,0
30,28.53,861.91,Month-to-month,DSL,Credit card,No,0,Yes,1,0
18,114.55,2107.71,Two year,Fiber optic,Bank transfer,No internet service,0,No,5,0
60,112.09,6704.17,Month-to-month,DSL,Credit card,No internet service,0,No,5,0
15,37.39,481.06,Two year,Fiber optic,Electronic check,No,0,No,5,0
4,34.17,90.43,Month-to-month,DSL,Bank transfer,No,0,No,2,1
63,42.05,2651.24,Month-to-month,Fiber optic,Bank transfer,No,0,No,1,1
40,69.55,2757.84,One year,DSL,Bank transfer,Yes,0,Yes,5,0
9,74.97,689.93,One year,No,Electronic check,No,0,No,6,0
9,40.16,425.4,Month-to-month,Fiber optic,Credit card,Yes,0,No,1,1
26,93.66,2415.25,One year,Fiber optic,Credit card,Yes,1,No,6,0
4,48.96,256.81,Month-to-month,Fiber optic,Electronic check,No,0,No,1,1
16,110.21,1757.63,Month-to-month,Fiber optic,Mailed check,No,1,Yes,4,1
15,83.67,1272.03,One year,DSL,Electronic check,No,0,No,6,0
52,61.64,3199.17,Month-to-month,Fiber optic,Credit card,No,0,No,4,1
69,96.99,6710.63,One year,Fiber optic,Bank transfer,No internet service,0,No,7,0
5,99.79,525.89,Month-to-month,Fiber optic,Electronic check,No,0,Yes,4,1
20,47.05,973.05,Month-to-month,DSL,Electronic check,No,0,Yes,6,1
18,51.97,935.65,Month-to-month,DSL,Electronic check,Yes,0,No,7,0
2,111.6,56.65,Month-to-month,DSL,Electronic check,No internet service,0,No,2,1
13,34.47,477.94,Month-to-month,DSL,Electronic check,Yes,1,Yes,7,0
4,22.22,0.0,One year,No,Bank transfer,No internet service,0,No,7,0
42,63.41,2632.69,Two year,DSL,Bank transfer,No internet service,0,Yes,2,0
61,98.12,5865.82,Two year,Fiber optic,Mailed check,No,0,Yes,4,0
8,95.17,846.26,One year,Fiber optic,Bank transfer,No internet service,0,No,5,0
67,109.95,7387.72,Month-to-month,No,Electronic check,No,0,No,3,1
63,71.32,4476.87,Month-to-month,Fiber optic,Electronic check,No internet service,0,No,6,1
9,28.01,323.0,Month-to-month,DSL,Bank transfer,No,0,No,7,1
11,76.87,872.16,Month-to-month,DSL,Mailed check,No,1,No,2,1
42,95.84,4031.49,Two year,Fiber optic,Mailed check,Yes,0,Yes,3,0
13,27.33,375.08,Month-to-month,Fiber optic,Electronic check,No,0,Yes,2,1
36,35.27,1250.46,Month-to-month,DSL,Bank transfer,No internet service,0,No,1,0
13,19.23,187.99,Month-to-month,DSL,Credit card,No internet service,0,Yes,7,0
12,77.37,976.43,Month-to-month,No,Mailed check,No internet service,0,Yes,5,0
37,106.67,3943.37,Month-to-month,DSL,Electronic check,Yes,0,No,2,0
52,85.07,4335.49,One year,Fiber optic,Credit card,No,0,No,1,0
71,116.2,8275.85,Month-to-month,No,Electronic check,No,0,Yes,5,1
2,24.3,50.65,One year,Fiber optic,Mailed check,No,0,No,6,1
56,108.3,6149.8,Month-to-month,Fiber optic,Electronic check,No,0,Yes,2,1
60,99.41,5977.84,One year,DSL,Credit card,No,0,Yes,5,0
23,49.42,1077.7,One year,No,Bank transfer,No,0,No,2,0
40,115.35,4524.6,One year,DSL,Mailed check,No,0,No,4,0
64,46.79,3058.02,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,2,1
23,106.93,2456.22,Month-to-month,No,Mailed check,No,0,No,2,0
29,106.07,3032.88,Two year,DSL,Electronic check,Yes,0,No,1,0
51,93.77,4746.07,Month-to-month,Fiber optic,Bank transfer,No internet service,0,No,4,0
69,74.35,5194.86,Month-to-month,No,Mailed check,Yes,0,No,3,0
31,30.0,953.6,Month-to-month,Fiber optic,Bank transfer,No,0,Yes,5,1
50,71.2,3614.72,One year,Fiber optic,Electronic check,Yes,0,No,7,0
20,53.68,1085.85,Month-to-month,No,Electronic check,No,0,Yes,3,1
55,97.22,5305.36,One year,Fiber optic,Bank transfer,No internet service,0,Yes,3,0
2,93.81,276.95,One year,Fiber optic,Mailed check,Yes,0,No,7,0
25,109.06,2706.98,Month-to-month,Fiber optic,Electronic check,No internet service,0,Yes,4,1
13,19.48,293.5,Month-to-month,DSL,Electronic check,Yes,0,No,4,0
70,98.91,6977.93,Month-to-month,DSL,Bank transfer,Yes,0,No,4,0
67,111.85,7494.01,Month-to-month,DSL,Electronic check,No internet service,0,No,1,0
58,96.93,5566.28,Month-to-month,DSL,Mailed check,No,0,No,1,0
64,31.02,1951.34,Month-to-month,DSL,Mailed check,Yes,0,No,5,0
69,26.13,1836.68,One year,Fiber optic,Electronic check,No internet service,0,No,4,0
59,20.08,1211.68,One year,DSL,Credit card,No,0,No,3,0
60,80.87,4917.5,Month-to-month,No,Electronic check,Yes,1,No,5,0
62,80.97,5076.94,One year,Fiber optic,Credit card,No internet service,0,No,1,0
16,116.69,1819.41,One year,Fiber optic,Bank transfer,No,0,Yes,7,0
68,57.8,4002.88,Month-to-month,Fiber optic,Mailed check,Yes,0,No,7,0
15,51.19,716.55,Month-to-month,DSL,Credit card,No internet service,0,No,2,0
55,80.44,4454.08,Two year,Fiber optic,Bank transfer,No,0,No,2,0
35,100.56,3640.7,One year,Fiber optic,Credit card,No,0,No,5,0
55,111.68,6157.88,One year,Fiber optic,Mailed check,No internet service,0,No,1,0
14,98.31,1287.43,Month-to-month,DSL,Mailed check,No internet service,0,No,5,0
49,60.67,2956.41,One year,Fiber optic,Mailed check,Yes,0,Yes,1,0
